"yearly_orders","product_id","product_name","category_id","category_name","description","revenue","cogs","profit_margin","low_margin_flag"
"2017-01-01",224,"Asus STRIX X299-E GAMING",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","26249.25","22950.00","12.5689","Not Low"
"2017-01-01",227,"Gigabyte GA-X99-UD5 WIFI",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB","22570.00","16119.42","28.5803","Not Low"
"2017-01-01",230,"ADATA ASU800SS-512GT-C",5,"Storage","Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A","30208.49","25037.09","17.1190","Not Low"
"2017-01-01",231,"Samsung MZ-V6E1T0",5,"Storage","Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB","39149.13","31151.22","20.4293","Not Low"
"2017-01-01",233,"SanDisk SDSSDA-120G-G26",5,"Storage","Series:SSD PLUS,Type:SSD,Capacity:120GB,Cache:N/A","4259.29","3741.70","12.1520","Not Low"
"2017-01-01",235,"Hitachi A7K1000-1000",5,"Storage","Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB","2939.30","2095.80","28.6973","Not Low"
"2017-01-01",237,"Gigabyte GV-N108TAORUS-11GD",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz","37249.00","30265.00","18.7495","Not Low"
"2017-01-01",238,"EVGA 06G-P4-4998-KR",2,"Video Card","Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.19GHz","137971.08","96911.58","29.7595","Not Low"
"2017-01-01",239,"MSI GTX 1080 Ti DUKE 11G OC",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz","145038.04","108793.72","24.9895","Not Low"
"2017-01-01",241,"Intel Xeon E5-2699 V4 (OEM/Tray)",1,"CPU","Speed:2.2GHz,Cores:22,TDP:145W","201940.00","176596.30","12.5501","Not Low"
"2017-01-01",242,"Intel Xeon E5-1680 V3 (OEM/Tray)",1,"CPU","Speed:3.2GHz,Cores:8,TDP:140W","106871.39","92710.85","13.2501","Not Low"
"2017-01-01",246,"Gigabyte X299 AORUS Ultra Gaming",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","45750.67","38274.74","16.3406","Not Low"
"2017-01-01",250,"Asus Z170-WS",4,"Mother Board","CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB","73560.83","60629.80","17.5787","Not Low"
"2017-01-01",251,"MSI X299 GAMING PRO CARBON AC",4,"Mother Board","CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","28038.23","19820.40","29.3094","Not Low"
"2017-01-01",253,"Samsung MZ-V6P1T0BW",5,"Storage","Series:960 Pro,Type:SSD,Capacity:1TB,Cache:1GB","48139.17","38718.67","19.5693","Not Low"
"2017-01-01",255,"Seagate ST2000DX002",5,"Storage","Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB","16469.19","11670.88","29.1351","Not Low"
"2017-01-01",258,"PNY SSD7CS1311-120-RB",5,"Storage","Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A","20756.84","18111.22","12.7458","Not Low"
"2017-01-01",260,"Crucial CT1050MX300SSD1",5,"Storage","Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A","9915.63","7123.24","28.1615","Not Low"
"2017-01-01",265,"G.Skill Trident Z",5,"Storage","Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB","128879.10","104714.10","18.7501","Not Low"
"2017-01-01",268,"Western Digital WD10EZEX",5,"Storage","Series:Caviar Blue,Type:7200RPM,Capacity:1TB,Cache:64MB","16566.48","12397.18","25.1671","Not Low"
"2017-01-01",271,"MSI X99A GODLIKE GAMING CARBON",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","81339.32","61420.00","24.4892","Not Low"
"2017-01-01",272,"G.Skill Ripjaws 4 Series",5,"Storage","Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB","214798.00","166812.00","22.3401","Not Low"
"2017-01-01",273,"Western Digital WD101KRYZ",5,"Storage","Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB","36378.48","25744.72","29.2309","Not Low"
"2017-01-01",278,"G.Skill Ripjaws V Series",5,"Storage","Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB","171531.47","138150.65","19.4605","Not Low"
"2017-01-01",281,"Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING",2,"Video Card","Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz","73523.30","59171.90","19.5195","Not Low"
"2017-01-01",284,"Kingston SA400S37/120G",5,"Storage","Series:A400,Type:SSD,Capacity:120GB,Cache:N/A","6488.82","4794.34","26.1138","Not Low"
"2017-01-01",287,"MSI X99A XPOWER GAMING TITANIUM",4,"Mother Board","CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB","56758.28","44243.56","22.0492","Not Low"
"2017-01-01",288,"Asus ROG STRIX X99 GAMING",4,"Mother Board","CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB","19839.38","15863.32","20.0413","Not Low"
